CpG alpha ishvCpG
cg26094651 0.99930594304898 hvCpG
cg26610739 0.949993194642805 hvCpG
cg26818629 0.862974184096492 hvCpG
cg27664085 0.903574882895871 hvCpG
cg02054724 0.881781374367871 hvCpG
cg02276826 0.931819572092061 hvCpG
cg03122674 0.86530061241992 hvCpG
cg03248761 0.883403447511163 hvCpG
cg03829739 0.999999971402726 hvCpG
cg04391048 0.89875612403867 hvCpG
cg05333568 0.900927983301727 hvCpG
cg05655885 0.885385928454971 hvCpG
cg05670995 0.79858983250864 hvCpG
cg05852568 0.999999971402726 hvCpG
cg06802630 0.906948146745987 hvCpG
cg07105596 0.768243867790587 hvCpG
cg08767686 0.949235591693401 hvCpG
cg08837037 0.850565573551184 hvCpG
cg09169779 0.940923213976316 hvCpG
cg10424751 0.714986081535661 hvCpG
cg13963793 0.999999971402726 hvCpG
cg14372705 0.808357862388542 hvCpG
cg14395744 0.89165259181982 hvCpG
cg14573833 0.973711316199307 hvCpG
cg14825413 0.774039710035182 hvCpG
cg14877637 0.999999971402726 hvCpG
cg15454820 0.999999971402726 hvCpG
cg16210088 0.934986853947451 hvCpG
cg17328716 0.815666354649343 hvCpG
cg17468100 0.972172441785184 hvCpG
cg18557149 0.988529667730272 hvCpG
cg18709881 0.877924352045702 hvCpG
cg20442128 0.87474380379895 hvCpG
cg20548231 0.827483567941742 hvCpG
cg21192468 0.884698001753915 hvCpG
cg21293934 0.97243334619224 hvCpG
cg22150661 0.999999971402726 hvCpG
cg22322277 0.900589796721716 hvCpG
cg23513591 0.999999971402726 hvCpG
cg24680439 0.999999971402726 hvCpG
cg26262573 0.999999971402726 hvCpG
cg26451735 0.999999971402726 hvCpG
cg01016191 0.840570366119567 hvCpG
cg02784823 0.999999971402726 hvCpG
cg04876245 0.862487366793302 hvCpG
cg04926766 0.994180777130762 hvCpG
cg08681904 0.999999971402726 hvCpG
cg10409981 0.977075308830348 hvCpG
cg11235426 0.999999971402726 hvCpG
cg12756504 0.908332413622285 hvCpG
cg13471254 0.980932054911628 hvCpG
cg16194588 0.781797555513448 hvCpG
cg18955367 0.798791357726659 hvCpG
cg26181818 0.917251344748676 hvCpG
cg26280727 0.969243066238923 hvCpG
cg27202708 0.999999971402726 hvCpG
cg00060374 0.750657997108446 hvCpG
cg00748494 0.999999971402726 hvCpG
cg00910586 0.897083120483033 hvCpG
cg00953006 0.903484289371394 hvCpG
cg01281851 0.974918243789912 hvCpG
cg01485177 0.952180083929788 hvCpG
cg01487661 0.979284176236387 hvCpG
cg01788113 0.999999971402726 hvCpG
cg01807241 0.87279495778145 hvCpG
cg01833234 0.999999971402726 hvCpG
cg01882498 0.861813905641539 hvCpG
cg01894875 0.866800884348852 hvCpG
cg01932197 0.823452833870471 hvCpG
cg02002217 0.781173241864389 hvCpG
cg02121547 0.751382054871096 hvCpG
cg02239258 0.953785252061393 hvCpG
cg02633068 0.933974801462727 hvCpG
cg02675264 0.803575448679047 hvCpG
cg02790305 0.635709248448837 hvCpG
cg02834909 0.999999971402726 hvCpG
cg03124146 0.949449640599979 hvCpG
cg03357999 0.981782464730555 hvCpG
cg03466525 0.712158293480007 hvCpG
cg03517284 0.999999971402726 hvCpG
cg03601372 0.837373984624331 hvCpG
cg03773183 0.95828268460842 hvCpG
cg04044120 0.861298381222309 hvCpG
cg04160749 0.999999971402726 hvCpG
cg04298253 0.884766834810985 hvCpG
cg04612667 0.848775199771874 hvCpG
cg05194412 0.999999971402726 hvCpG
cg05313129 0.904142191435258 hvCpG
cg05845376 0.94076744245813 hvCpG
cg06060522 0.845148267780766 hvCpG
cg06098368 0.817939517237082 hvCpG
cg06419732 0.931498283167102 hvCpG
cg06739303 0.999999971402726 hvCpG
cg06742077 0.918725738754775 hvCpG
cg06840743 0.999999971402726 hvCpG
cg07475394 0.89240116300945 hvCpG
cg07496545 0.809597785815527 hvCpG
cg07502444 0.877423288666513 hvCpG
cg07537562 0.999999971402726 hvCpG
cg07659053 0.92063600512225 hvCpG
cg08662620 0.855756397945948 hvCpG
cg08964643 0.830899073101895 hvCpG
cg09179646 0.789538573479657 hvCpG
cg09232555 0.999999971402726 hvCpG
cg09361966 0.855151643348056 hvCpG
cg09508730 0.832379049278479 hvCpG
cg09573658 0.774794811306369 hvCpG
cg09658497 0.999999971402726 hvCpG
cg09744766 0.778114965943286 hvCpG
cg09929763 0.953146408600746 hvCpG
cg10091996 0.806301426000727 hvCpG
cg10116893 0.919456492855682 hvCpG
cg10144400 0.935020746751388 hvCpG
cg10208897 0.999999971402726 hvCpG
cg10612096 0.993138472859295 hvCpG
cg10747531 0.988350240930421 hvCpG
cg11185456 0.78020633136712 hvCpG
cg11885357 0.932599278043202 hvCpG
cg12303318 0.840668674707364 hvCpG
cg12437277 0.999999971402726 hvCpG
cg12479444 0.656833978333954 hvCpG
cg12667521 0.999999971402726 hvCpG
cg12856392 0.999999971402726 hvCpG
cg12948059 0.841113051139537 hvCpG
cg13348458 0.943035442999536 hvCpG
cg13448197 0.947938881941783 hvCpG
cg13546858 0.802234550501615 hvCpG
cg13921444 0.906235327153869 hvCpG
cg14316629 0.867854237326735 hvCpG
cg14578009 0.999999971402726 hvCpG
cg14625636 0.95214171764909 hvCpG
cg14660676 0.999999971402726 hvCpG
cg14997592 0.891954853178612 hvCpG
cg15135657 0.79048800400231 hvCpG
cg15278109 0.999999971402726 hvCpG
cg15670924 0.999999971402726 hvCpG
cg15837308 0.999999971402726 hvCpG
cg15949805 0.972524336105898 hvCpG
cg16449687 0.907318437170297 hvCpG
cg16482344 0.999999971402726 hvCpG
cg16484473 0.946553571949138 hvCpG
cg16578742 0.887876065494167 hvCpG
cg16672562 0.937676425743588 hvCpG
cg16786756 0.92786719422009 hvCpG
cg16810626 0.585709938179406 hvCpG
cg17204113 0.999999971402726 hvCpG
cg17445765 0.796577618761877 hvCpG
cg17674042 0.999999971402726 hvCpG
cg17889682 0.925509616552962 hvCpG
cg18187198 0.872773150831201 hvCpG
cg18313661 0.885498880246873 hvCpG
cg18322025 0.621165095651796 hvCpG
cg18644252 0.673372835202841 hvCpG
cg18706028 0.999999971402726 hvCpG
cg18815398 0.999999971402726 hvCpG
cg19364351 0.798545384315286 hvCpG
cg19403023 0.801468306088747 hvCpG
cg19486271 0.864917363051289 hvCpG
cg19603903 0.999999971402726 hvCpG
cg19717773 0.936487185274134 hvCpG
cg19814159 0.999999971402726 hvCpG
cg19907915 0.999999971402726 hvCpG
cg19974223 0.982613905468174 hvCpG
cg20164601 0.889109656131615 hvCpG
cg20245362 0.818931398955752 hvCpG
cg20276780 0.967419199782647 hvCpG
cg20288565 0.822069349552412 hvCpG
cg20288617 0.91447503959222 hvCpG
cg20536469 0.98118708421797 hvCpG
cg20581874 0.999999971402726 hvCpG
cg20866694 0.999999971402726 hvCpG
cg20920097 0.999999971402726 hvCpG
cg21487550 0.999999971402726 hvCpG
cg22034735 0.999999971402726 hvCpG
cg22172057 0.975656472393302 hvCpG
cg22535103 0.856639435883686 hvCpG
cg22695986 0.876998035296342 hvCpG
cg22700015 0.944111140299021 hvCpG
cg22711741 0.986078696494761 hvCpG
cg22829325 0.701942486773146 hvCpG
cg22891070 0.921973799274013 hvCpG
cg22974952 0.999999971402726 hvCpG
cg23102195 0.841287997367758 hvCpG
cg23141851 0.845447574075574 hvCpG
cg23252259 0.851805187874928 hvCpG
cg23475489 0.996542261077212 hvCpG
cg23634928 0.999999971402726 hvCpG
cg23669081 0.93227247629933 hvCpG
cg24346776 0.915197157692363 hvCpG
cg24626554 0.8452361284244 hvCpG
cg24690094 0.999999971402726 hvCpG
cg24714864 0.974554200392721 hvCpG
cg24829409 0.933529803280171 hvCpG
cg24923430 0.936827962379155 hvCpG
cg24975986 0.89401914184987 hvCpG
cg25070075 0.868436463349666 hvCpG
cg25105522 0.976518396882555 hvCpG
cg25133685 0.872999052105024 hvCpG
cg25390787 0.909563422978911 hvCpG
cg25432232 0.947852139559843 hvCpG
cg25502144 0.884859386718928 hvCpG
cg25985355 0.9318846631997 hvCpG
cg25994622 0.760159576374927 hvCpG
cg26114124 0.926599104062564 hvCpG
cg26168643 0.807641186930388 hvCpG
cg26221543 0.836749791601541 hvCpG
cg26312807 0.99670431343834 hvCpG
cg26313599 0.958403152318544 hvCpG
cg26393629 0.88870386807268 hvCpG
cg26579653 0.809630926414594 hvCpG
cg26700447 0.746584186129519 hvCpG
cg26715042 0.903542469142696 hvCpG
cg27152312 0.999999971402726 hvCpG
cg27158636 0.950313809662495 hvCpG
cg27228433 0.999999971402726 hvCpG
cg27443416 0.88911119033646 hvCpG
cg27462519 0.974442553893015 hvCpG
cg00050402 0.855920779150377 hvCpG
cg00065396 0.949645934475267 hvCpG
cg00130223 0.999999971402726 hvCpG
cg00137234 0.999999971402726 hvCpG
cg00447646 0.99910407041973 hvCpG
cg00590063 0.89732985928641 hvCpG
cg00698771 0.852616947260697 hvCpG
cg00817731 0.906050093729015 hvCpG
cg00851732 0.847323882516658 hvCpG
cg01124132 0.99866954214296 hvCpG
cg01285926 0.793449488513103 hvCpG
cg01583753 0.984963322724265 hvCpG
cg01760756 0.993630422004023 hvCpG
cg01781617 0.750783529922818 hvCpG
cg01849085 0.875727013653512 hvCpG
cg01959123 0.907303405679623 hvCpG
cg02174092 0.940978462452577 hvCpG
cg02258724 0.999999971402726 hvCpG
cg02278912 0.702244215737048 hvCpG
cg02566259 0.999999971402726 hvCpG
cg02945266 0.855501552242205 hvCpG
cg02991085 0.94844109885072 hvCpG
cg03054684 0.983623813112147 hvCpG
cg03255953 0.937567758762013 hvCpG
cg03327325 0.999999971402726 hvCpG
cg03454541 0.943166640879907 hvCpG
cg03600259 0.819038712114695 hvCpG
cg03954144 0.988941392229498 hvCpG
cg03961283 0.999999971402726 hvCpG
cg04090412 0.794784762100007 hvCpG
cg04197086 0.838210336609287 hvCpG
cg04348558 0.999999971402726 hvCpG
cg04434244 0.871711084016772 hvCpG
cg04522432 0.905635850402367 hvCpG
cg04587161 0.987402606318815 hvCpG
cg05210606 0.999999971402726 hvCpG
cg05225684 0.77060140660898 hvCpG
cg05332308 0.893642340932941 hvCpG
cg05708536 0.999999971402726 hvCpG
cg05727070 0.917143941504177 hvCpG
cg05830791 0.904808396006832 hvCpG
cg05852276 0.999999971402726 hvCpG
cg05946623 0.845219509219502 hvCpG
cg06168204 0.999999971402726 hvCpG
cg06238316 0.999999971402726 hvCpG
cg06282964 0.936124405619002 hvCpG
cg06307939 0.905871667689702 hvCpG
cg06366791 0.799956428872827 hvCpG
cg06385380 0.948827698467486 hvCpG
cg06423211 0.911252022444935 hvCpG
cg06429214 0.999999971402726 hvCpG
cg07262395 0.999999971402726 hvCpG
cg07420274 0.868237031198403 hvCpG
cg07504200 0.873804649591724 hvCpG
cg07769957 0.915502481556337 hvCpG
cg07911664 0.983215916276023 hvCpG
cg08151623 0.885999450019822 hvCpG
cg08316083 0.999999971402726 hvCpG
cg08415582 0.999999971402726 hvCpG
cg08594888 0.999999971402726 hvCpG
cg08684893 0.766148417948086 hvCpG
cg08704196 0.928542557778436 hvCpG
cg08822075 0.954632664426487 hvCpG
cg09057517 0.895008029067983 hvCpG
cg09119043 0.999999971402726 hvCpG
cg09352518 0.999999971402726 hvCpG
cg09491536 0.860980657459446 hvCpG
cg09834706 0.864200343730405 hvCpG
cg09920172 0.981663585353698 hvCpG
cg09945482 0.755117628392582 hvCpG
cg10087780 0.904428192661797 hvCpG
cg10208485 0.999999971402726 hvCpG
cg10555800 0.961017323560319 hvCpG
cg10600889 0.921091524155828 hvCpG
cg10776230 0.940469715647247 hvCpG
cg11057205 0.919703832246319 hvCpG
cg11207515 0.623463208579142 hvCpG
cg11460282 0.999999971402726 hvCpG
cg11586570 0.896343602586604 hvCpG
cg11641395 0.926025647655997 hvCpG
cg11839415 0.73930455356101 hvCpG
cg12302982 0.972566008704889 hvCpG
cg12534759 0.999999971402726 hvCpG
cg12798157 0.828246542925675 hvCpG
cg12848457 0.828299332532206 hvCpG
cg13424878 0.880035212180589 hvCpG
cg13896476 0.838098386959937 hvCpG
cg13925692 0.849923834406089 hvCpG
cg14417784 0.999999971402726 hvCpG
cg14585513 0.792466203130412 hvCpG
cg14770527 0.866765696475005 hvCpG
cg14793137 0.999999971402726 hvCpG
cg14968361 0.931253860810616 hvCpG
cg14981253 0.999999971402726 hvCpG
cg15134787 0.722755723555435 hvCpG
cg15146462 0.992520095800389 hvCpG
cg15204036 0.849273295438204 hvCpG
cg15215348 0.935902008101255 hvCpG
cg15249221 0.745374003525956 hvCpG
cg15321211 0.899706582491821 hvCpG
cg15425811 0.953475911453038 hvCpG
cg15491131 0.903007534300703 hvCpG
cg15624813 0.893865276290604 hvCpG
cg15626350 0.741663458054626 hvCpG
cg16189953 0.942817069747708 hvCpG
cg16246747 0.859302210465725 hvCpG
cg16276982 0.834944337615039 hvCpG
cg16300531 0.912040895484116 hvCpG
cg16505764 0.955576255689131 hvCpG
cg16530595 0.866689019304801 hvCpG
cg16622613 0.943743620472866 hvCpG
cg16919449 0.981852949522325 hvCpG
cg17125837 0.83765894308089 hvCpG
cg17248924 0.999999971402726 hvCpG
cg17460445 0.957333328709993 hvCpG
cg17529386 0.999999971402726 hvCpG
cg17537347 0.999999971402726 hvCpG
cg17751872 0.999999971402726 hvCpG
cg17897626 0.963019843776304 hvCpG
cg18014983 0.999999971402726 hvCpG
cg18041277 0.999999971402726 hvCpG
cg18446336 0.923156535580452 hvCpG
cg18625538 0.901626154213459 hvCpG
cg18644286 0.637120045113163 hvCpG
cg18725375 0.971518603457341 hvCpG
cg18848287 0.910749506899723 hvCpG
cg19137348 0.701581127608624 hvCpG
cg19155391 0.923727727210851 hvCpG
cg19196221 0.900373482909812 hvCpG
cg19340941 0.947550302164698 hvCpG
cg19436429 0.688750063585752 hvCpG
cg19526166 0.964500562394684 hvCpG
cg19597498 0.999999971402726 hvCpG
cg19712189 0.835197214810115 hvCpG
cg20087519 0.702293320390874 hvCpG
cg20432211 0.874660367536819 hvCpG
cg20615832 0.789388860382172 hvCpG
cg20749955 0.788500411976299 hvCpG
cg20909645 0.833092225640982 hvCpG
cg21073930 0.949465278371521 hvCpG
cg21136104 0.851298403221746 hvCpG
cg21442626 0.999129842758902 hvCpG
cg21733531 0.999999971402726 hvCpG
cg22194188 0.925171902002157 hvCpG
cg22341310 0.999999971402726 hvCpG
cg22404498 0.873208251955575 hvCpG
cg22683036 0.999999971402726 hvCpG
cg22730830 0.837786106889673 hvCpG
cg23093692 0.826941821670957 hvCpG
cg23279021 0.999999971402726 hvCpG
cg23316599 0.874485780830374 hvCpG
cg23347399 0.989633598783884 hvCpG
cg23445321 0.663216009651129 hvCpG
cg23458168 0.899059803046178 hvCpG
cg23522872 0.999999971402726 hvCpG
cg23703062 0.930803434509203 hvCpG
cg23965214 0.999999971402726 hvCpG
cg23995446 0.940594899667488 hvCpG
cg24062763 0.981095227414305 hvCpG
cg24082680 0.917283879830832 hvCpG
cg24723561 0.991479810194693 hvCpG
cg24749559 0.802694862690271 hvCpG
cg24980657 0.822146986989528 hvCpG
cg24983120 0.999999971402726 hvCpG
cg25125450 0.904919892496064 hvCpG
cg25298319 0.99973804740776 hvCpG
cg25322720 0.917591720936261 hvCpG
cg25545500 0.977972481851657 hvCpG
cg25866552 0.779327649462595 hvCpG
cg25937216 0.999999971402726 hvCpG
cg25966908 0.81655956481893 hvCpG
cg26254045 0.833279676271631 hvCpG
cg26613361 0.984367441130208 hvCpG
cg26617364 0.752419256797956 hvCpG
cg27010159 0.982628059025318 hvCpG
cg27353899 0.967949672179553 hvCpG
cg27409910 0.860636392059782 hvCpG
cg27436995 0.780143126536213 hvCpG
cg27561907 0.999999971402726 hvCpG
cg27571374 0.908141630441136 hvCpG
cg00055529 0.947212718137023 hvCpG
cg02026141 0.954676243032117 hvCpG
cg02224314 0.915863985955102 hvCpG
cg02227292 0.836045694665997 hvCpG
cg02750792 0.913170741644214 hvCpG
cg03379552 0.999999971402726 hvCpG
cg03490759 0.88508282897229 hvCpG
cg03660901 0.999999971402726 hvCpG
cg04120272 0.9593386453599 hvCpG
cg04585822 0.669802646257385 hvCpG
cg04844038 0.913083605124468 hvCpG
cg05290058 0.888133845803061 hvCpG
cg06070970 0.871825245615841 hvCpG
cg06324373 0.999999971402726 hvCpG
cg06862049 0.933248867647541 hvCpG
cg07091678 0.937486462585105 hvCpG
cg07472579 0.790647203299178 hvCpG
cg07509935 0.830615287080464 hvCpG
cg07800227 0.999999971402726 hvCpG
cg08282428 0.912411931902321 hvCpG
cg08747963 0.999999971402726 hvCpG
cg08967338 0.999999971402726 hvCpG
cg09107161 0.661108237005508 hvCpG
cg09570348 0.999999971402726 hvCpG
cg10025714 0.999999971402726 hvCpG
cg12906381 0.999999971402726 hvCpG
cg13405775 0.975919901598177 hvCpG
cg16530382 0.999999971402726 hvCpG
cg17468267 0.88610031146549 hvCpG
cg18091046 0.859498811279383 hvCpG
cg18640030 0.799747840531266 hvCpG
cg19479373 0.954402583417838 hvCpG
cg19579217 0.908090066271953 hvCpG
cg20073313 0.774795180297887 hvCpG
cg20736492 0.911652169891542 hvCpG
cg21262649 0.999999971402726 hvCpG
cg21266330 0.89986870877134 hvCpG
cg22199969 0.999999971402726 hvCpG
cg22372182 0.998319397671674 hvCpG
cg23245905 0.838143966547058 hvCpG
cg23409074 0.84411445800005 hvCpG
cg24050474 0.782367438110192 hvCpG
cg24148447 0.844089329551377 hvCpG
cg24731731 0.926334450272251 hvCpG
cg25129124 0.862884698956072 hvCpG
cg25849642 0.791219012290699 hvCpG
cg26603179 0.958581778956526 hvCpG
cg27046936 0.701885871615493 hvCpG
cg00056433 0.999999971402726 hvCpG
cg00083206 0.94332667769471 hvCpG
cg00101154 0.999999971402726 hvCpG
cg00155535 0.971724328797441 hvCpG
cg00258081 0.906974914812778 hvCpG
cg00260937 0.895976445570531 hvCpG
cg00270625 0.999999971402726 hvCpG
cg00277334 0.999999971402726 hvCpG
cg00290607 0.964928572598559 hvCpG
cg00318631 0.888521429021453 hvCpG
cg00335715 0.899412713612252 hvCpG
cg00458337 0.927858890288032 hvCpG
cg00472710 0.93591872228906 hvCpG
cg00481259 0.782755884088369 hvCpG
cg00495303 0.999999971402726 hvCpG
cg00496961 0.999999971402726 hvCpG
cg00601450 0.999999971402726 hvCpG
cg00738934 0.769047876645185 hvCpG
cg00785941 0.695794819377685 hvCpG
cg00791851 0.928333936911624 hvCpG
cg00809820 0.960128065332507 hvCpG
cg00817464 0.697409930791532 hvCpG
cg00835279 0.904851621426166 hvCpG
cg00893488 0.964947814251966 hvCpG
cg00901687 0.984906866432457 hvCpG
cg00909806 0.977391464754364 hvCpG
cg00933542 0.87913143633347 hvCpG
cg00935504 0.883561813451574 hvCpG
cg01017244 0.979291115449648 hvCpG
cg01046070 0.836760233430251 hvCpG
cg01084566 0.999999971402726 hvCpG
cg01093138 0.794215203604496 hvCpG
cg01097406 0.999999971402726 hvCpG
cg01201512 0.999999971402726 hvCpG
cg01214346 0.884994905810808 hvCpG
cg01238669 0.76943781417374 hvCpG
cg01246520 0.972583190943591 hvCpG
cg01290755 0.929604025302949 hvCpG
cg01320433 0.806833294697407 hvCpG
cg01353941 0.788615578831904 hvCpG
cg01601518 0.999999971402726 hvCpG
cg01609139 0.926400668617185 hvCpG
cg01741372 0.999999971402726 hvCpG
cg01786048 0.999999971402726 hvCpG
cg01819759 0.930724835015422 hvCpG
cg01862363 0.983536660403789 hvCpG
cg01874867 0.891159055342065 hvCpG
cg01966878 0.999999971402726 hvCpG
cg02061711 0.722182109489466 hvCpG
cg02104434 0.974424826892095 hvCpG
cg02146340 0.999999971402726 hvCpG
cg02182594 0.87886967817684 hvCpG
cg02219949 0.842846910383747 hvCpG
cg02272576 0.930871375952662 hvCpG
cg02291164 0.999999971402726 hvCpG
cg02314201 0.873804986368277 hvCpG
cg02389040 0.933540430625371 hvCpG
cg02405213 0.936333537414919 hvCpG
cg02453013 0.999999971402726 hvCpG
cg02524346 0.77353516696597 hvCpG
cg02527881 0.999999971402726 hvCpG
cg02567769 0.999999971402726 hvCpG
cg02573091 0.940011172838478 hvCpG
cg02594532 0.999999971402726 hvCpG
cg02599498 0.921141650352631 hvCpG
cg02643433 0.999999971402726 hvCpG
cg02678768 0.942875273987946 hvCpG
cg02715879 0.939138456965516 hvCpG
cg02754929 0.999999971402726 hvCpG
